run_id,condition,condition_label,model,model_label,seed,area_error_mean,area_error_std,boundary_f1_mean,boundary_f1_std,dice_ci_high,dice_ci_low,dice_mean,dice_std,iou_ci_high,iou_ci_low,iou_mean,iou_std,precision_mean,precision_std,recall_mean,recall_std,best_val_dice,generalization_gap
pure_real__smp_fpn_effb3__seed37,pure_real,Real only,smp_fpn_effb3,FPN,37,0.007027553845134153,0.009959429579103875,0.7424795958184578,0.19908895957711137,0.714355988163693,0.6331877166564357,0.6746377123445539,0.2059598320711663,0.5801319477245687,0.49986358034803163,0.5401759243703207,0.20549524755791468,0.6444380705543767,0.2390181202180806,0.7810898751252862,0.18286326620819937,0.810280980276639,0.13564326793208503
pure_real__smp_fpn_effb3__seed101,pure_real,Real only,smp_fpn_effb3,FPN,101,0.005094438494876455,0.006609981977760941,0.775119334982113,0.19180420180425367,0.7363527631226046,0.655926400994866,0.6971773899764938,0.20076440142884625,0.6038206676634718,0.5255435841199488,0.5649181170298964,0.1986605154056994,0.7259407758514598,0.21574551276068063,0.7234216196936671,0.21815356252861842,0.8110696809237374,0.11389229094724362
pure_real__smp_unet_resnet34__seed13,pure_real,Real only,smp_unet_resnet34,U-Net,13,0.009742263287939245,0.02225378032276628,0.7359880786106661,0.2479281349465137,0.6998925871263959,0.6036337033999417,0.652881275557485,0.24572808522093278,0.5711197803631165,0.48065041922716784,0.5262569122019382,0.2338257332273707,0.680715124492993,0.290974493778153,0.7035642569660618,0.22470408162435018,0.8096437636119849,0.15676248805449988
pure_real__smp_unet_resnet34__seed37,pure_real,Real only,smp_unet_resnet34,U-Net,37,0.009392901269736938,0.022992276392615793,0.7402111460466761,0.23944784404312514,0.7086087582605715,0.6151344846820572,0.6628744306679898,0.2377087406697681,0.5803283939219761,0.4903438162130983,0.5355465598226115,0.22952957444030092,0.6591369052633347,0.27587062972029425,0.7452088710979642,0.21438141564340954,0.8119243782214952,0.14904994755350542
pure_real__smp_unet_resnet34__seed101,pure_real,Real only,smp_unet_resnet34,U-Net,101,0.007721825842602779,0.015410270509668486,0.7288418105118116,0.24886697878837694,0.710358480564709,0.6180505850536008,0.665487694778755,0.24042228084557185,0.5835125919612232,0.49398275279507403,0.5395155242678071,0.23291666439757228,0.6710586457179872,0.27193115771679177,0.7347715531141099,0.24221156799403593,0.8119236703436823,0.14643597556492727
pure_real__smp_unetpp_effb4__seed13,pure_real,Real only,smp_unetpp_effb4,U-Net++,13,0.006939287928792791,0.013247449565118318,0.7652578496125093,0.22587242633569046,0.7397512821435256,0.6495342685532022,0.6960844714400253,0.22702817886583723,0.6133788357244564,0.5265865799168277,0.5711257742555674,0.21968015669432497,0.7042556097713963,0.2550154689936804,0.7556444096893525,0.2170484362374823,0.8234825937426304,0.12739812230260517
pure_real__smp_unetpp_effb4__seed37,pure_real,Real only,smp_unetpp_effb4,U-Net++,37,0.006321922493137053,0.012720538973512416,0.7706085435287647,0.21679507713187532,0.7349332517524126,0.6499984232208766,0.6931940676799795,0.21665570323074562,0.6073625151026155,0.5222545512724369,0.565349212964914,0.21639819902390753,0.7395217249697883,0.24981618619328613,0.7112451479955773,0.21444155124215872,0.8192198071295799,0.12602573944960038
pure_real__smp_unetpp_effb4__seed101,pure_real,Real only,smp_unetpp_effb4,U-Net++,101,0.006277545434289225,0.015105009258988512,0.7928244787057096,0.2046753437093244,0.7606472371881016,0.6795649007218467,0.7215457126527823,0.20458841149970833,0.6348522792099711,0.5554424485734196,0.5958794389213188,0.2020673290507275,0.7449184858861457,0.2343433115896075,0.7476508374398813,0.19717346203441155,0.820053428650867,0.09850771599808461
real_plus_inpainting__monai_unet__seed13,real_plus_inpainting,Real + inpainting,monai_unet,MONAI U-Net,13,0.008155701453140003,0.00899685981152958,0.4779982472034051,0.24165666525653953,0.4784306521580944,0.38258919853722,0.4300898110655297,0.2456170494815211,0.3475198002119033,0.26599188818672365,0.306084000792085,0.21032816621680397,0.43037130014374864,0.2546395147805127,0.4979962845927755,0.3071976636331042,0.9025669569103745,0.4724771458448448
real_plus_inpainting__monai_unet__seed37,real_plus_inpainting,Real + inpainting,monai_unet,MONAI U-Net,37,0.0077196390720219825,0.008167500956291044,0.4837867592245371,0.257002506530039,0.4792499225736531,0.37918785264720106,0.4284980380756846,0.2559755783761944,0.3494173410062072,0.26575449396551964,0.3067718691435007,0.21450855428426138,0.4987741261719894,0.2812550870416221,0.43596104035799127,0.30446437151477984,0.8637067053581964,0.4352086672825118
real_plus_inpainting__monai_unet__seed101,real_plus_inpainting,Real + inpainting,monai_unet,MONAI U-Net,101,0.008814475749193501,0.010923494756215747,0.4585249633271796,0.2969029453559615,0.4580799773150547,0.34922679609445334,0.40355656878207513,0.2759807281106929,0.3347916900843251,0.246993694309715,0.29021349483756137,0.22130266081969827,0.5169095067680486,0.3140360641623677,0.37895659060561365,0.2944112872468536,0.8857285049308936,0.4821719361488185
real_plus_inpainting__segformer_b2__seed13,real_plus_inpainting,Real + inpainting,segformer_b2,SegFormer-B2,13,0.008735312209265617,0.012369751677667207,0.6799598633106018,0.2818555969141837,0.6721303136087959,0.564811985832228,0.6196600207503127,0.27406026809751594,0.5464907008547782,0.44786738750070787,0.4976505005596652,0.2513565943189366,0.6049139279151575,0.2703542171650194,0.7233531659459392,0.3066459026072509,0.9488192460716773,0.32915922532136466
real_plus_inpainting__segformer_b2__seed37,real_plus_inpainting,Real + inpainting,segformer_b2,SegFormer-B2,37,0.008112867077351633,0.015599022928887976,0.6640594474245951,0.2775924744682981,0.6581868879124513,0.5521131966082118,0.6063578185784527,0.26762182433527454,0.5279916328630258,0.43200477834242673,0.4806013546182708,0.242725927623014,0.6699914908279166,0.27630892760727466,0.6335794541786418,0.3098354095227711,0.9446235452935964,0.33826572671514366
real_plus_inpainting__segformer_b2__seed101,real_plus_inpainting,Real + inpainting,segformer_b2,SegFormer-B2,101,0.007381774128737712,0.009867410675874563,0.6059499933044947,0.28031948188029765,0.6054300529671639,0.5009809234957439,0.5544964522768339,0.2685700964192043,0.47363767992045447,0.38096989925986363,0.4270389157806877,0.23958983355133506,0.6277087064411545,0.28106500067630313,0.5523681395413921,0.30151732159772926,0.9307566991081283,0.37626024683129444
real_plus_inpainting__smp_deeplabv3plus_resnet50__seed13,real_plus_inpainting,Real + inpainting,smp_deeplabv3plus_resnet50,DeepLabV3+,13,0.008633799805767615,0.008472469651213592,0.5250601846441454,0.3357243835565542,0.5231658067551462,0.39212395625392416,0.4587495111537308,0.32585890268170753,0.41170900884045836,0.29956006175908007,0.3557766238579004,0.2809445566598243,0.6564811068719404,0.3531680027918414,0.42332785451859617,0.338204882618819,0.9493407313746477,0.4905912202209169
real_plus_inpainting__smp_deeplabv3plus_resnet50__seed37,real_plus_inpainting,Real + inpainting,smp_deeplabv3plus_resnet50,DeepLabV3+,37,0.01105719065038194,0.011623040347804859,0.4290675937534833,0.3575680266662809,0.4304910213570193,0.29809235780390964,0.363932080246316,0.3381127841270549,0.3370382104155289,0.22521714920762473,0.2803378819550813,0.2855026077272341,0.5903850124216837,0.41315929600272955,0.319607253219377,0.33399029326583896,0.9496971160523028,0.5857650358059867
real_plus_inpainting__smp_deeplabv3plus_resnet50__seed101,real_plus_inpainting,Real + inpainting,smp_deeplabv3plus_resnet50,DeepLabV3+,101,0.009669659849738686,0.00969135306753069,0.4451635980940645,0.36119568045223865,0.4551086427362867,0.32218224916043686,0.38965548170231856,0.33795029203861204,0.3576001920636041,0.243910567687695,0.30087209204876014,0.28638982896427667,0.5774617424694695,0.3992478789004479,0.35923557811390266,0.34461916622556976,0.9480514372658716,0.558395955563553
real_plus_inpainting__smp_fpn_effb3__seed13,real_plus_inpainting,Real + inpainting,smp_fpn_effb3,FPN,13,0.01124188906055004,0.01086638290966331,0.39521734070146525,0.35877319916926337,0.39894996859143134,0.26685740079162357,0.3314448479386245,0.3345872932486208,0.31026936459980753,0.19933575687104244,0.25371683584156646,0.27999290600419363,0.5907903754364227,0.41908508127697713,0.2847219836461632,0.3203765237315241,0.9526085884377783,0.6211637404991538
real_plus_inpainting__smp_fpn_effb3__seed37,real_plus_inpainting,Real + inpainting,smp_fpn_effb3,FPN,37,0.01038780544077099,0.011102813504409082,0.4677245642116154,0.3713936144858797,0.48412487442979163,0.3446484114338172,0.415225488959668,0.3482765459107275,0.38305596188453134,0.26730872675195166,0.32519601267981807,0.29325466637811354,0.5548710223028366,0.4061396528699293,0.4050027349533714,0.3566648747986275,0.9526980839308493,0.5374725949711814
real_plus_inpainting__smp_fpn_effb3__seed101,real_plus_inpainting,Real + inpainting,smp_fpn_effb3,FPN,101,0.0072133021630849965,0.010327609308139205,0.6362835176586268,0.31389044975994146,0.6286723601571584,0.5084685234762228,0.5688483940593498,0.3045781845929604,0.507913042549166,0.4006734143622075,0.45393439506235345,0.27153578951762103,0.672704189648359,0.31463336415397236,0.5681846831217855,0.32879392212619,0.9522250361750408,0.383376642115691
real_plus_inpainting__smp_unet_resnet34__seed13,real_plus_inpainting,Real + inpainting,smp_unet_resnet34,U-Net,13,0.012686697210082231,0.011348420023128348,0.26537919326746434,0.3477307727298887,0.2987012642045455,0.17125231678570985,0.23477576699399136,0.31806731582411507,0.23005676056874533,0.12765849342387717,0.17826335596438478,0.25581006046401816,0.38140520958210616,0.4431151104751838,0.1959698266889831,0.28660616112052184,0.9694413686661734,0.734665601672182
real_plus_inpainting__smp_unet_resnet34__seed37,real_plus_inpainting,Real + inpainting,smp_unet_resnet34,U-Net,37,0.014097336035262446,0.012772150539176208,0.22304312474356758,0.33090247742488255,0.2522138526697766,0.13383733575819612,0.1928298594652735,0.30080340490375795,0.1945021202359123,0.09926412907959654,0.1464083615601093,0.24269903884076027,0.34811027959780344,0.4394050155699825,0.16114341518850875,0.2710471183538616,0.9702770063596659,0.7774471468943923
real_plus_inpainting__smp_unet_resnet34__seed101,real_plus_inpainting,Real + inpainting,smp_unet_resnet34,U-Net,101,0.014079232636621938,0.011315240641774532,0.17926327532556016,0.29679124288955816,0.21444073391607224,0.10256970860818851,0.1565572228478145,0.27616062182464085,0.1653936562030413,0.07444777677430979,0.11815328569124416,0.22629950582492314,0.3103601973022357,0.43197101023839873,0.12833885889375124,0.2502358574220719,0.9697757974145084,0.8132185745666939
real_plus_inpainting__smp_unetpp_effb4__seed13,real_plus_inpainting,Real + inpainting,smp_unetpp_effb4,U-Net++,13,0.007333093134987381,0.013088364643786833,0.6981493353893828,0.3013338226613683,0.6827630523629766,0.5686796483865023,0.6266472804839609,0.285752746062095,0.560608233958733,0.4568615428686008,0.5091974560522241,0.26036885221538825,0.6791966849213299,0.30229052884476465,0.6416462675571455,0.302403112861358,0.9830978031362794,0.35645052265231847
real_plus_inpainting__smp_unetpp_effb4__seed37,real_plus_inpainting,Real + inpainting,smp_unetpp_effb4,U-Net++,37,0.0071893775376958525,0.009769351873834507,0.6540982082598177,0.32920194462259755,0.6442896694962644,0.5205678815070967,0.5842713991262827,0.3089413507668624,0.5261971416771876,0.4156628030825936,0.47167647873173363,0.27619869540232556,0.7376043923625448,0.3240774820020482,0.5448633483590617,0.3112180292589168,0.9834302788147966,0.39915887968851393
real_plus_inpainting__smp_unetpp_effb4__seed101,real_plus_inpainting,Real + inpainting,smp_unetpp_effb4,U-Net++,101,0.00682906701589773,0.010749032470608147,0.7060228541761738,0.25871103504736037,0.68027769427616,0.5800153419223105,0.6310783967459804,0.253738671436368,0.5521432592447886,0.4567504222008867,0.5049791652954713,0.24321451176475067,0.6988677275628424,0.27791974256942226,0.6525665029566025,0.2715287725786019,0.9827684839165522,0.3516900871705718
